@relation census_train

@attribute age numeric
@attribute workclass { Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked, ? }
@attribute education-num numeric
@attribute marital-status { Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse }
@attribute occupation { Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces, ? }
@attribute race { White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black }
@attribute sex { Female, Male }
@attribute capital-gainB numeric
@attribute hours-per-week numeric
@attribute native-country { United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands, ? }
@attribute target { 1, 0 }

@data
45,Private,12,Never-married,Farming-fishing,White,Male,0,40,United-States,1
59,Private,9,Married-civ-spouse,Prof-specialty,Black,Male,0,60,United-States,1
23,Private,10,Never-married,Craft-repair,Asian-Pac-Islander,Male,0,40,?,0
55,Self-emp-not-inc,11,Married-civ-spouse,Other-service,White,Female,0,42,United-States,1
51,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,0,35,United-States,1
54,?,13,Married-civ-spouse,?,White,Male,0,43,United-States,1
44,?,10,Never-married,?,White,Male,0,45,United-States,1
41,Private,12,Married-civ-spouse,Sales,White,Male,0,45,United-States,0
24,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,42,United-States,1
54,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,White,Male,0,60,United-States,1
37,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
38,State-gov,13,Married-civ-spouse,Prof-specialty,White,Female,0,21,United-States,0
41,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
34,Private,9,Married-civ-spouse,Other-service,White,Male,0,50,United-States,1
59,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
33,Private,11,Never-married,Exec-managerial,Black,Female,0,40,United-States,1
69,?,9,Married-civ-spouse,?,White,Male,0,35,United-States,1
25,Private,9,Never-married,Other-service,Black,Female,0,40,United-States,1
30,Private,1,Never-married,Other-service,White,Male,0,28,El-Salvador,1
41,Local-gov,9,Separated,Other-service,Black,Female,0,40,United-States,1
49,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,White,Male,0,60,Cuba,1
22,Local-gov,9,Divorced,Machine-op-inspct,White,Male,0,48,United-States,1
39,Private,10,Divorced,Exec-managerial,White,Female,0,15,United-States,1
56,Private,11,Married-civ-spouse,Tech-support,White,Male,0,40,United-States,0
37,Private,9,Divorced,Adm-clerical,White,Female,0,40,United-States,1
18,Local-gov,10,Never-married,Other-service,White,Male,0,15,United-States,1
29,Private,3,Married-civ-spouse,Handlers-cleaners,White,Male,0,40,Mexico,1
41,Private,9,Divorced,Machine-op-inspct,White,Male,0,40,United-States,1
43,Local-gov,11,Married-civ-spouse,Adm-clerical,White,Female,0,40,United-States,0
34,Private,9,Married-civ-spouse,Other-service,White,Male,0,40,United-States,0
29,Private,10,Married-civ-spouse,Adm-clerical,White,Female,0,50,United-States,1
43,State-gov,14,Married-civ-spouse,Exec-managerial,White,Male,0,50,?,0
49,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,1
31,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,25,United-States,1
35,Federal-gov,13,Divorced,Prof-specialty,White,Female,0,50,United-States,0
36,Private,9,Separated,Craft-repair,White,Male,0,40,United-States,1
67,Private,14,Divorced,Adm-clerical,White,Male,0,41,United-States,1
36,Private,16,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
26,Private,9,Never-married,Adm-clerical,White,Female,0,40,United-States,1
51,Local-gov,12,Divorced,Adm-clerical,White,Female,0,40,United-States,1
45,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,30,United-States,1
37,Private,9,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Male,0,40,United-States,0
49,Federal-gov,11,Married-civ-spouse,Adm-clerical,White,Male,0,9,United-States,0
29,Private,13,Never-married,Exec-managerial,White,Female,0,40,United-States,1
23,Private,13,Never-married,Sales,White,Male,0,55,United-States,1
42,Federal-gov,13,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
47,Private,14,Married-civ-spouse,Adm-clerical,Black,Male,0,40,Haiti,1
28,Private,13,Never-married,Prof-specialty,White,Male,0,55,United-States,0
33,Self-emp-not-inc,13,Never-married,Tech-support,White,Male,0,40,United-States,1
26,Self-emp-inc,13,Never-married,Exec-managerial,White,Male,0,40,United-States,1
19,Private,10,Never-married,Handlers-cleaners,White,Male,0,35,United-States,1
61,Private,3,Married-civ-spouse,Machine-op-inspct,Black,Male,0,40,United-States,1
31,Private,7,Never-married,Exec-managerial,White,Male,0,40,United-States,1
62,Private,9,Never-married,Adm-clerical,White,Female,0,32,United-States,1
21,Private,10,Never-married,Adm-clerical,White,Female,0,40,United-States,1
19,Private,1,Never-married,Farming-fishing,White,Male,0,50,Mexico,1
35,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,55,United-States,1
43,?,9,Widowed,?,Black,Male,0,40,United-States,1
29,Private,9,Never-married,Craft-repair,White,Male,0,35,United-States,1
28,Private,11,Divorced,Craft-repair,White,Male,0,60,United-States,1
24,Private,10,Never-married,Handlers-cleaners,White,Male,0,45,United-States,1
24,Private,10,Never-married,Sales,White,Female,0,12,United-States,1
46,Local-gov,12,Divorced,Protective-serv,White,Male,0,40,United-States,1
24,Private,9,Never-married,Handlers-cleaners,White,Male,0,45,United-States,1
24,Private,14,Never-married,Prof-specialty,White,Male,0,60,United-States,1
36,State-gov,13,Divorced,Prof-specialty,Other,Female,0,40,United-States,1
22,Private,10,Never-married,Adm-clerical,White,Male,0,55,United-States,1
46,?,10,Divorced,?,White,Male,0,40,United-States,0
68,Local-gov,9,Widowed,Adm-clerical,White,Female,0,33,United-States,1
26,Local-gov,10,Never-married,Protective-serv,White,Male,0,40,United-States,1
28,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,42,United-States,1
46,State-gov,9,Divorced,Adm-clerical,White,Female,0,38,United-States,1
30,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
50,Private,13,Married-spouse-absent,Sales,White,Female,0,20,Germany,1
69,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,White,Male,0,20,United-States,1
63,?,9,Married-civ-spouse,?,White,Male,0,40,United-States,1
30,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Black,Male,0,70,United-States,1
22,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,40,United-States,1
39,Federal-gov,10,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,0
39,Private,10,Divorced,Machine-op-inspct,White,Female,0,25,United-States,1
29,Self-emp-not-inc,10,Separated,Adm-clerical,White,Female,0,50,United-States,1
65,?,9,Married-civ-spouse,?,White,Male,0,20,Cuba,1
30,Private,10,Divorced,Adm-clerical,Black,Female,0,40,United-States,1
25,Private,5,Never-married,Adm-clerical,White,Female,0,40,Mexico,1
47,Local-gov,9,Married-civ-spouse,Transport-moving,White,Male,1,40,United-States,0
50,Private,11,Married-civ-spouse,Sales,White,Male,0,50,United-States,0
61,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
54,Self-emp-inc,13,Divorced,Exec-managerial,White,Male,1,70,United-States,0
41,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,1
58,Private,9,Widowed,Adm-clerical,White,Female,0,40,United-States,1
38,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,60,United-States,0
34,Private,10,Married-civ-spouse,Handlers-cleaners,White,Male,0,40,United-States,1
23,Private,9,Never-married,Craft-repair,White,Male,0,40,United-States,1
67,?,4,Divorced,?,White,Male,0,40,United-States,1
49,Private,10,Married-civ-spouse,Exec-managerial,White,Female,1,40,Canada,0
40,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
36,Private,9,Divorced,Tech-support,White,Female,0,40,United-States,1
49,Local-gov,9,Separated,Other-service,White,Male,0,40,United-States,1
36,Private,9,Never-married,Craft-repair,Black,Male,0,30,United-States,1
34,Private,10,Separated,Tech-support,Black,Female,0,40,United-States,1
38,Private,9,Divorced,Machine-op-inspct,White,Male,0,40,United-States,1
35,Private,9,Married-civ-spouse,Exec-managerial,White,Female,0,45,United-States,1
28,Private,10,Never-married,Sales,White,Male,0,40,United-States,1
36,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,0
33,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
46,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Female,0,40,United-States,0
51,Private,9,Divorced,Sales,White,Female,0,45,United-States,1
26,Local-gov,14,Never-married,Prof-specialty,White,Female,0,40,United-States,1
27,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,1
26,Private,14,Never-married,Exec-managerial,White,Male,0,48,United-States,1
59,?,14,Married-civ-spouse,?,Black,Male,1,50,United-States,0
38,Private,9,Divorced,Exec-managerial,White,Female,0,40,United-States,1
64,Private,4,Married-civ-spouse,Farming-fishing,White,Male,0,40,United-States,1
35,Private,10,Separated,Prof-specialty,White,Female,0,45,United-States,0
27,Federal-gov,10,Never-married,Machine-op-inspct,White,Male,0,40,United-States,1
24,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,65,United-States,1
38,Private,4,Married-civ-spouse,Craft-repair,White,Male,0,78,United-States,1
32,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,El-Salvador,1
30,Private,11,Married-civ-spouse,Tech-support,White,Female,0,40,United-States,1
37,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
28,Private,9,Married-civ-spouse,Sales,White,Male,0,40,United-States,0
35,State-gov,16,Never-married,Prof-specialty,White,Male,0,55,United-States,1
22,Private,9,Never-married,Adm-clerical,White,Female,0,40,Mexico,1
47,Self-emp-not-inc,13,Divorced,Other-service,White,Female,0,40,United-States,1
64,?,15,Married-civ-spouse,?,White,Male,0,16,United-States,1
31,Self-emp-not-inc,14,Divorced,Prof-specialty,White,Male,0,60,United-States,1
18,Private,7,Never-married,Handlers-cleaners,White,Male,0,30,United-States,1
23,Private,6,Never-married,Sales,White,Female,0,20,United-States,1
53,Private,9,Married-civ-spouse,Other-service,White,Male,0,40,Peru,1
36,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,0
75,Private,9,Widowed,Adm-clerical,White,Female,0,25,United-States,1
40,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Male,0,20,United-States,1
25,Private,11,Never-married,Craft-repair,White,Male,0,40,United-States,1
47,Self-emp-not-inc,9,Divorced,Other-service,White,Female,0,48,Italy,1
52,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,40,United-States,0
38,Local-gov,15,Never-married,Prof-specialty,White,Male,0,50,United-States,1
45,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,1,60,United-States,0
28,Private,13,Married-civ-spouse,Prof-specialty,White,Female,1,20,United-States,1
19,Private,9,Never-married,Handlers-cleaners,Black,Male,0,20,United-States,1
41,Private,15,Married-civ-spouse,Prof-specialty,White,Male,0,46,United-States,0
18,Private,7,Never-married,Other-service,White,Female,0,16,United-States,1
42,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
30,Private,9,Never-married,Machine-op-inspct,White,Male,0,40,United-States,1
48,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
51,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
45,Private,9,Divorced,Exec-managerial,White,Female,0,30,United-States,1
24,Private,14,Never-married,Prof-specialty,White,Female,0,40,United-States,1
65,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,0
31,Federal-gov,13,Separated,Prof-specialty,White,Male,0,40,United-States,1
21,Private,10,Never-married,Craft-repair,White,Male,0,40,United-States,1
41,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,30,United-States,1
35,Local-gov,13,Never-married,Prof-specialty,White,Female,0,45,United-States,1
49,Private,9,Married-spouse-absent,Craft-repair,Black,Male,0,40,United-States,1
19,?,10,Never-married,?,Black,Female,0,15,United-States,1
31,Federal-gov,14,Married-civ-spouse,Exec-managerial,White,Male,1,60,United-States,0
22,Local-gov,9,Never-married,Transport-moving,Black,Female,0,20,United-States,1
49,Private,9,Married-civ-spouse,Transport-moving,Black,Male,0,48,United-States,0
36,Private,11,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,1
18,Self-emp-not-inc,10,Never-married,Adm-clerical,White,Female,0,40,United-States,1
17,Private,7,Never-married,Other-service,White,Male,0,20,United-States,1
32,State-gov,10,Never-married,Craft-repair,White,Male,0,20,United-States,1
43,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,44,United-States,0
29,Private,9,Divorced,Craft-repair,White,Male,0,40,United-States,1
46,Private,14,Married-civ-spouse,Prof-specialty,White,Male,1,50,United-States,0
65,?,8,Married-civ-spouse,?,White,Male,0,10,United-States,1
31,Private,9,Married-civ-spouse,Adm-clerical,Amer-Indian-Eskimo,Male,0,40,United-States,1
43,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,45,United-States,0
32,Private,9,Never-married,Adm-clerical,White,Female,0,38,United-States,1
25,Private,9,Never-married,Handlers-cleaners,White,Male,0,40,United-States,1
28,Private,9,Never-married,Handlers-cleaners,Black,Male,0,40,United-States,1
51,Private,14,Divorced,Prof-specialty,Other,Male,0,35,Mexico,0
18,Private,8,Never-married,Other-service,White,Male,0,12,United-States,1
33,Private,9,Never-married,Exec-managerial,White,Male,0,32,United-States,1
46,Private,12,Married-civ-spouse,Tech-support,White,Male,0,50,United-States,0
70,?,4,Married-civ-spouse,?,White,Male,0,8,United-States,1
21,Private,9,Never-married,Craft-repair,White,Male,0,35,United-States,1
28,Private,10,Never-married,Adm-clerical,White,Male,0,44,United-States,1
75,?,9,Widowed,?,White,Female,0,14,United-States,1
41,Private,9,Married-spouse-absent,Adm-clerical,White,Female,0,40,United-States,1
48,Private,10,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,0
31,Private,9,Married-civ-spouse,Exec-managerial,White,Female,0,35,United-States,1
17,Private,7,Never-married,Other-service,White,Male,0,40,United-States,1
68,Private,6,Divorced,Transport-moving,White,Male,0,20,United-States,1
37,Private,10,Married-civ-spouse,Sales,White,Male,0,50,United-States,0
51,Local-gov,10,Widowed,Other-service,White,Female,0,40,United-States,1
51,Private,14,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,1
56,Federal-gov,14,Married-civ-spouse,Exec-managerial,White,Male,0,40,Portugal,0
29,Private,11,Never-married,Adm-clerical,White,Female,0,40,United-States,1
28,Private,9,Never-married,Handlers-cleaners,White,Male,0,20,United-States,1
26,State-gov,13,Married-civ-spouse,Adm-clerical,White,Male,0,7,United-States,1
33,Private,14,Married-civ-spouse,Prof-specialty,White,Male,0,45,United-States,1
42,Private,13,Divorced,Exec-managerial,White,Female,0,38,United-States,1
30,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,0
45,Private,10,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,45,United-States,1
20,Private,9,Married-civ-spouse,Other-service,White,Male,0,28,United-States,1
36,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
64,State-gov,13,Married-civ-spouse,Prof-specialty,White,Male,1,40,United-States,0
34,Private,9,Married-civ-spouse,Sales,White,Male,0,70,United-States,1
18,Private,7,Married-civ-spouse,Sales,Other,Female,0,20,United-States,1
45,Private,9,Never-married,Farming-fishing,White,Male,0,60,United-States,1
31,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
66,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,White,Male,0,25,United-States,1
49,Private,9,Divorced,Sales,White,Female,0,40,United-States,1
45,Private,11,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
22,Private,10,Never-married,Other-service,White,Female,0,20,United-States,1
29,?,9,Never-married,?,White,Male,0,20,United-States,1
20,?,9,Never-married,?,White,Male,0,2,United-States,1
22,Private,9,Never-married,Transport-moving,White,Male,0,48,United-States,1
21,?,10,Never-married,?,White,Female,0,40,United-States,1
46,Private,9,Divorced,Sales,White,Female,0,40,United-States,1
62,Private,12,Married-civ-spouse,Adm-clerical,White,Female,0,40,United-States,1
41,State-gov,14,Married-civ-spouse,Exec-managerial,Black,Female,0,40,United-States,1
46,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,0,40,Germany,1
41,Private,9,Divorced,Craft-repair,White,Female,0,40,United-States,1
61,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
64,Private,14,Married-civ-spouse,Prof-specialty,White,Male,0,45,United-States,0
19,Private,9,Never-married,Machine-op-inspct,Black,Female,0,20,United-States,1
34,Private,9,Married-civ-spouse,Transport-moving,Black,Male,0,40,United-States,1
36,Private,10,Separated,Transport-moving,White,Male,0,40,United-States,1
80,Private,9,Divorced,Adm-clerical,White,Female,0,20,United-States,1
51,Private,11,Married-civ-spouse,Craft-repair,White,Male,0,57,United-States,1
20,Private,9,Never-married,Sales,White,Male,0,35,United-States,1
64,Private,10,Widowed,Sales,White,Male,0,35,United-States,1
21,Private,9,Never-married,Other-service,Black,Male,0,70,United-States,1
52,Private,9,Married-civ-spouse,Farming-fishing,White,Male,0,60,United-States,1
31,Private,6,Divorced,Machine-op-inspct,White,Male,0,40,United-States,1
66,Self-emp-inc,8,Married-civ-spouse,Sales,White,Male,0,20,United-States,1
38,Private,15,Married-civ-spouse,Prof-specialty,White,Male,1,60,United-States,0
62,Private,10,Married-civ-spouse,Craft-repair,Black,Male,0,40,United-States,0
19,?,9,Never-married,?,Black,Male,0,10,United-States,1
49,Private,4,Married-civ-spouse,Craft-repair,White,Male,0,50,United-States,1
33,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
38,Local-gov,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,0
51,Private,14,Married-civ-spouse,Prof-specialty,White,Male,1,45,United-States,0
31,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,0,55,United-States,0
41,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,0,45,United-States,0
22,Self-emp-not-inc,9,Never-married,Other-service,White,Female,0,50,United-States,1
41,Private,9,Married-civ-spouse,Craft-repair,White,Male,1,42,United-States,0
39,Private,13,Married-civ-spouse,Sales,White,Male,1,40,United-States,0
63,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
25,Private,9,Never-married,Handlers-cleaners,White,Male,0,47,United-States,1
58,Private,9,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,1
26,Private,13,Married-civ-spouse,Sales,White,Female,0,20,United-States,1
38,Private,10,Divorced,Adm-clerical,White,Male,0,52,United-States,1
35,Private,10,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,40,Cambodia,0
43,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,1,50,United-States,0
47,State-gov,16,Separated,Exec-managerial,Asian-Pac-Islander,Male,0,45,United-States,1
33,Private,4,Married-civ-spouse,Craft-repair,White,Male,0,40,Mexico,1
21,Private,3,Never-married,Craft-repair,Other,Male,0,32,Mexico,1
50,Private,10,Married-civ-spouse,Tech-support,White,Male,0,40,United-States,0
25,Private,13,Never-married,Adm-clerical,White,Female,0,45,United-States,1
71,?,9,Married-civ-spouse,?,White,Male,0,40,United-States,1
45,Private,9,Divorced,Other-service,White,Female,0,40,United-States,1
42,Private,9,Married-civ-spouse,Transport-moving,White,Male,1,40,United-States,0
33,Private,10,Married-civ-spouse,Prof-specialty,White,Female,0,40,United-States,1
25,Private,13,Never-married,Prof-specialty,White,Male,0,35,United-States,1
27,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
36,Self-emp-not-inc,14,Never-married,Prof-specialty,White,Female,0,60,United-States,0
40,Private,12,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,0
27,Private,13,Never-married,Exec-managerial,White,Male,0,40,United-States,1
36,Private,9,Divorced,Sales,White,Male,0,50,United-States,1
36,Private,7,Married-civ-spouse,Craft-repair,White,Male,0,40,Portugal,1
44,Private,13,Never-married,Prof-specialty,White,Male,0,40,United-States,1
48,Local-gov,9,Separated,Transport-moving,White,Female,0,25,United-States,1
43,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
43,Private,3,Separated,Craft-repair,Other,Male,0,40,Mexico,1
41,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
29,Self-emp-not-inc,9,Married-civ-spouse,Other-service,White,Female,0,30,United-States,1
31,Private,9,Never-married,Machine-op-inspct,Black,Male,0,30,United-States,1
54,Private,5,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
36,Private,12,Divorced,Prof-specialty,White,Female,0,36,United-States,1
37,Private,9,Divorced,Machine-op-inspct,White,Female,0,40,United-States,1
27,Private,9,Never-married,Craft-repair,White,Male,0,40,United-States,1
52,Federal-gov,15,Married-civ-spouse,Armed-Forces,White,Male,1,50,United-States,0
40,Private,10,Married-civ-spouse,Transport-moving,Black,Male,0,70,United-States,0
24,Private,9,Never-married,Other-service,Asian-Pac-Islander,Male,0,40,United-States,1
49,Private,5,Divorced,Craft-repair,White,Female,1,45,United-States,1
22,Private,10,Never-married,Prof-specialty,White,Female,0,30,United-States,1
28,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,45,Poland,1
61,Private,9,Never-married,Adm-clerical,Black,Female,0,34,United-States,1
59,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,1,40,United-States,0
31,Private,10,Never-married,Craft-repair,White,Male,0,40,United-States,1
35,Private,9,Married-spouse-absent,Other-service,White,Female,0,52,United-States,1
37,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
61,Self-emp-not-inc,5,Married-civ-spouse,Sales,White,Male,0,58,United-States,0
50,State-gov,9,Married-civ-spouse,Transport-moving,White,Male,0,40,Puerto-Rico,1
40,Private,9,Divorced,Adm-clerical,White,Female,0,40,United-States,1
23,Private,10,Never-married,Adm-clerical,White,Female,0,10,United-States,1
37,Federal-gov,14,Married-civ-spouse,Tech-support,White,Male,0,50,United-States,0
38,Private,9,Never-married,Exec-managerial,White,Female,0,40,United-States,1
36,Private,9,Married-spouse-absent,Prof-specialty,White,Female,0,40,United-States,0
48,Private,9,Divorced,Other-service,White,Female,0,40,United-States,1
42,Private,10,Married-civ-spouse,Handlers-cleaners,White,Male,0,40,Mexico,0
30,Private,9,Never-married,Other-service,Black,Female,0,35,United-States,1
37,Private,11,Married-civ-spouse,Craft-repair,White,Male,0,39,United-States,1
29,Private,14,Never-married,Prof-specialty,White,Male,0,55,Greece,0
47,Self-emp-inc,13,Divorced,Sales,White,Female,0,45,United-States,1
47,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,White,Male,0,42,United-States,1
47,Private,9,Married-civ-spouse,Sales,White,Male,0,30,United-States,0
24,Private,12,Never-married,Prof-specialty,White,Male,0,50,United-States,1
68,?,9,Widowed,?,White,Female,0,12,United-States,1
43,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
25,Private,12,Never-married,Exec-managerial,White,Male,0,40,United-States,1
27,Private,9,Married-civ-spouse,Exec-managerial,White,Female,0,40,United-States,1
50,Private,15,Married-civ-spouse,Prof-specialty,White,Male,0,60,United-States,0
19,?,10,Never-married,?,White,Male,0,60,United-States,1
32,Private,7,Never-married,Handlers-cleaners,Black,Female,0,40,United-States,1
30,Private,9,Never-married,Adm-clerical,White,Female,0,40,United-States,1
41,Private,10,Never-married,Exec-managerial,Black,Female,0,99,United-States,1
21,?,10,Never-married,?,White,Male,0,40,United-States,1
32,Private,8,Divorced,Other-service,White,Male,0,30,?,1
47,Private,13,Married-civ-spouse,Prof-specialty,White,Female,0,45,United-States,1
34,State-gov,15,Never-married,Prof-specialty,White,Female,0,47,United-States,0
47,Federal-gov,13,Married-civ-spouse,Prof-specialty,White,Male,0,60,United-States,0
31,Private,6,Never-married,Transport-moving,White,Male,0,99,Cuba,1
45,Local-gov,10,Married-civ-spouse,Other-service,Black,Female,0,25,United-States,1
40,Private,10,Never-married,Craft-repair,White,Male,0,38,United-States,1
31,Private,14,Never-married,Adm-clerical,Asian-Pac-Islander,Male,0,60,India,0
32,Private,9,Married-civ-spouse,Exec-managerial,White,Male,0,50,United-States,0
40,Private,10,Divorced,Exec-managerial,White,Male,0,40,United-States,1
37,Private,3,Married-civ-spouse,Craft-repair,White,Male,0,60,United-States,1
31,Private,15,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,1
31,Private,8,Separated,Adm-clerical,White,Male,0,40,Mexico,1
18,?,7,Never-married,?,White,Male,0,30,United-States,1
61,Private,9,Divorced,Sales,White,Female,0,40,United-States,1
28,Private,12,Never-married,Sales,White,Female,0,40,?,1
47,Private,9,Married-civ-spouse,Sales,White,Male,0,50,United-States,0
55,Self-emp-inc,9,Married-civ-spouse,Transport-moving,White,Male,0,60,United-States,1
40,State-gov,13,Married-civ-spouse,Exec-managerial,White,Female,0,20,United-States,1
31,Private,9,Never-married,Craft-repair,White,Male,0,40,United-States,1
51,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,0
53,Private,4,Divorced,Machine-op-inspct,Black,Female,0,56,United-States,1
33,Self-emp-not-inc,13,Married-civ-spouse,Sales,White,Male,0,50,United-States,1
33,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,45,United-States,1
30,Private,8,Married-civ-spouse,Farming-fishing,White,Male,0,44,United-States,1
45,State-gov,10,Never-married,Tech-support,White,Female,0,60,United-States,1
51,Private,13,Never-married,Prof-specialty,Asian-Pac-Islander,Female,0,35,Philippines,1
44,Private,3,Married-civ-spouse,Other-service,White,Male,0,40,Puerto-Rico,1
54,Local-gov,14,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,1
21,Private,7,Never-married,Other-service,White,Male,0,42,El-Salvador,1
19,Private,9,Never-married,Other-service,White,Female,0,35,United-States,1
31,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,1
34,Private,13,Never-married,Adm-clerical,White,Female,0,20,United-States,1
27,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,White,Male,0,50,United-States,1
44,Self-emp-inc,13,Married-civ-spouse,Sales,White,Male,0,40,United-States,0
35,Private,11,Married-civ-spouse,Craft-repair,White,Male,0,42,United-States,0
31,Private,13,Never-married,Adm-clerical,White,Male,0,50,United-States,1
31,Private,13,Never-married,Exec-managerial,White,Female,0,60,United-States,0
63,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,0
37,Private,13,Married-civ-spouse,Exec-managerial,Black,Male,0,40,United-States,0
41,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,38,United-States,0
48,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,70,United-States,0
